index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
5575,TY59969,Arizona,M,College,,43246.0,62.0,0.0,Personal Auto,Four-Door Car,52.435202
5576,DO20853,Oregon,F,High School or Below,,14254.0,124.0,0.0,Corporate Auto,SUV,595.2
5577,CD14267,Nevada,M,College,,60334.0,106.0,0.0,Corporate Auto,Four-Door Car,111.164747
5578,WL40338,California,F,Bachelor,,35625.0,65.0,1.0,Personal Auto,Four-Door Car,288.572108
5579,GV75215,Oregon,F,Bachelor,,54684.0,111.0,3.0,Corporate Auto,Luxury,302.137164
5580,CN91738,Oregon,M,Bachelor,,56228.0,65.0,0.0,Personal Auto,Two-Door Car,276.877348
5581,UR36951,Oregon,M,Bachelor,,82166.0,134.0,3.0,Personal Auto,SUV,643.2
5582,JU87932,Oregon,F,Bachelor,,30406.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
5583,IR50609,Arizona,M,Bachelor,,75007.0,101.0,0.0,Personal Auto,Four-Door Car,668.773522
5584,VI18029,Washington,M,Bachelor,,79271.0,62.0,4.0,Personal Auto,Four-Door Car,232.753598
5585,CC46747,Arizona,F,High School or Below,,0.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
5586,ZK58906,California,M,Bachelor,,59414.0,140.0,0.0,Personal Auto,SUV,65.022258
5587,SQ70457,Oregon,M,Bachelor,,44719.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
5588,ZA37110,Nevada,F,Bachelor,,0.0,129.0,2.0,Personal Auto,SUV,291.744204
5589,HH23204,California,F,Doctor,,21986.0,63.0,0.0,Personal Auto,Two-Door Car,333.696228
5590,IE29890,Oregon,F,High School or Below,,58480.0,113.0,1.0,Personal Auto,SUV,542.4
5591,VO25412,Washington,F,Master,,37520.0,74.0,0.0,Special Auto,Two-Door Car,163.576763
5592,ME37051,California,M,Bachelor,,50165.0,62.0,0.0,Personal Auto,Two-Door Car,129.999138
5593,DL17162,Arizona,M,College,,42961.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
5594,DD27563,Oregon,M,High School or Below,,86687.0,80.0,0.0,Personal Auto,Four-Door Car,274.159702
5595,IA27050,Oregon,F,High School or Below,,0.0,93.0,0.0,Personal Auto,Four-Door Car,41.617367
5596,UQ63751,Arizona,F,Bachelor,,23772.0,83.0,0.0,Personal Auto,Four-Door Car,100.652984
5597,MV26494,California,M,College,,0.0,98.0,0.0,Personal Auto,Four-Door Car,354.939043
5598,EN89709,Arizona,F,Doctor,,18241.0,65.0,0.0,Personal Auto,Two-Door Car,151.991098
5599,QN68814,Oregon,M,Bachelor,,0.0,65.0,0.0,Corporate Auto,Two-Door Car,312.0
5600,NE70831,California,F,High School or Below,,86650.0,69.0,2.0,Personal Auto,Two-Door Car,323.865715
5601,FV72595,Arizona,M,Bachelor,,0.0,137.0,0.0,Personal Auto,SUV,1554.089517
5602,VZ81004,Oregon,F,Master,,35973.0,159.0,0.0,Personal Auto,Luxury,763.2
5603,VM89271,Arizona,M,High School or Below,,26262.0,97.0,0.0,Personal Auto,Four-Door Car,465.6
5604,CL97519,California,M,College,,25187.0,121.0,0.0,Personal Auto,SUV,580.8
5605,RN71166,Oregon,F,High School or Below,,88081.0,64.0,0.0,Personal Auto,Four-Door Car,82.483947
5606,PJ86059,Oregon,F,High School or Below,,83460.0,66.0,0.0,Corporate Auto,Four-Door Car,443.44552
5607,BP34620,California,F,Bachelor,,19949.0,74.0,1.0,Corporate Auto,Four-Door Car,355.2
5608,HI58196,Oregon,M,College,,0.0,92.0,0.0,Personal Auto,Two-Door Car,897.379535
5609,OZ58610,Arizona,M,High School or Below,,0.0,109.0,0.0,Personal Auto,SUV,784.8
5610,WC34456,California,F,Bachelor,,77739.0,98.0,0.0,Personal Auto,Four-Door Car,428.563553
5611,FC15606,Oregon,F,College,,23649.0,122.0,0.0,Personal Auto,SUV,535.606632
5612,UM99946,Arizona,M,College,,68980.0,98.0,0.0,Personal Auto,Four-Door Car,464.038577
5613,JG94795,Oregon,F,Master,,60010.0,103.0,0.0,Special Auto,Four-Door Car,494.4
5614,GD93408,California,F,Bachelor,,30968.0,74.0,1.0,Corporate Auto,Two-Door Car,45.425684
5615,QO12561,California,M,High School or Below,,0.0,116.0,0.0,Personal Auto,Four-Door Car,556.8
5616,VI12822,Washington,F,High School or Below,,99841.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
5617,CT84535,California,M,College,,0.0,105.0,0.0,Personal Auto,Four-Door Car,504.0
5618,NT36519,California,M,College,,32967.0,105.0,1.0,Personal Auto,SUV,504.0
5619,WT86597,Oregon,M,Master,,0.0,125.0,0.0,Personal Auto,SUV,900.0
5620,ZJ27465,California,F,College,,31794.0,119.0,0.0,Personal Auto,SUV,571.2
5621,QF75939,Washington,F,High School or Below,,36710.0,94.0,0.0,Personal Auto,Four-Door Car,676.8
5622,MC73302,Oregon,F,Bachelor,,36267.0,69.0,0.0,Personal Auto,Four-Door Car,263.454037
5623,WE21182,Oregon,M,High School or Below,,12430.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
5624,TD90906,Oregon,F,High School or Below,,93715.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
5625,WB66665,Nevada,F,College,,75648.0,108.0,0.0,Corporate Auto,SUV,112.660916
5626,ZP26168,Washington,F,College,,24584.0,66.0,0.0,Corporate Auto,Four-Door Car,279.706613
5627,ZG56744,California,M,Bachelor,,36088.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
5628,BO81145,Arizona,M,Bachelor,,21723.0,104.0,0.0,Personal Auto,SUV,748.8
5629,BQ28323,Oregon,F,High School or Below,,63833.0,73.0,0.0,Personal Auto,Four-Door Car,199.460544
5630,WD38315,California,M,College,,0.0,61.0,0.0,Personal Auto,Four-Door Car,304.156333
5631,IS73434,Arizona,F,Bachelor,,45892.0,81.0,0.0,Corporate Auto,Four-Door Car,388.8
5632,VO94890,Oregon,M,College,,90263.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
5633,ZH43085,Washington,M,High School or Below,,0.0,63.0,0.0,Corporate Auto,Four-Door Car,453.6
5634,HQ10502,Oregon,M,Bachelor,,40548.0,98.0,0.0,Personal Auto,Four-Door Car,470.4
5635,SP46702,Oregon,M,College,,0.0,99.0,0.0,Corporate Auto,Two-Door Car,831.340966
5636,JB60515,Washington,M,High School or Below,,50450.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
5637,TK49887,California,F,College,,0.0,85.0,0.0,Personal Auto,Two-Door Car,612.0
5638,EG16813,Arizona,F,College,,75963.0,69.0,0.0,Corporate Auto,Two-Door Car,102.147789
5639,SI13406,Arizona,F,High School or Below,,32714.0,87.0,0.0,Personal Auto,Four-Door Car,513.041633
5640,WC11272,Oregon,F,Bachelor,,42790.0,87.0,0.0,Personal Auto,Two-Door Car,290.057111
5641,TU27563,Oregon,F,Bachelor,,20694.0,94.0,1.0,Personal Auto,Two-Door Car,451.2
5642,IL72707,California,F,Bachelor,,25820.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
5643,DZ62350,California,M,High School or Below,,24744.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
5644,VV82891,Washington,F,Bachelor,,0.0,73.0,3.0,Personal Auto,Two-Door Car,350.4
5645,UQ41461,Washington,F,Bachelor,,27538.0,63.0,4.0,Personal Auto,Four-Door Car,285.843893
5646,NI58226,Oregon,F,High School or Below,,81280.0,68.0,0.0,Personal Auto,Four-Door Car,308.349562
5647,VA78645,California,M,College,,0.0,67.0,1.0,Personal Auto,Four-Door Car,321.6
5648,UY61301,Nevada,M,Bachelor,,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
5649,XC25965,Washington,F,Bachelor,,26486.0,128.0,1.0,Personal Auto,SUV,614.4
5650,EB93628,Oregon,F,High School or Below,,0.0,97.0,0.0,Personal Auto,Two-Door Car,465.6
5651,PK35830,Oregon,M,Bachelor,,0.0,182.0,0.0,Personal Auto,Luxury,1953.87972
5652,KY98596,Arizona,M,Bachelor,,68331.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
5653,CI19819,Arizona,M,High School or Below,,0.0,71.0,1.0,Personal Auto,Two-Door Car,511.2
5654,TN82637,Nevada,M,College,,21636.0,64.0,5.0,Personal Auto,Two-Door Car,213.587367
5655,FA90739,Oregon,M,High School or Below,,0.0,121.0,0.0,Corporate Auto,SUV,871.2
5656,FD62224,Oregon,F,College,,0.0,133.0,0.0,Personal Auto,SUV,1386.870718
5657,KE45653,California,F,Bachelor,,0.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
5658,FC10193,Washington,F,College,,35601.0,69.0,0.0,Personal Auto,Four-Door Car,249.803437
5659,DO48835,Oregon,M,High School or Below,,0.0,198.0,1.0,Corporate Auto,Luxury,1425.6
5660,VK44934,California,M,College,,28558.0,119.0,4.0,Personal Auto,SUV,797.558033
5661,XB89264,Nevada,F,High School or Below,,60101.0,66.0,0.0,Corporate Auto,Two-Door Car,1.332349
5662,XL49151,Arizona,M,College,,22426.0,76.0,1.0,Corporate Auto,Four-Door Car,528.391284
5663,FG42635,Oregon,M,College,,30720.0,139.0,4.0,Personal Auto,SUV,778.463303
5664,FE12805,Oregon,F,Bachelor,,34161.0,186.0,3.0,Personal Auto,SUV,892.8
5665,GT17701,Oregon,F,Bachelor,,42987.0,77.0,0.0,Personal Auto,Four-Door Car,128.490137
5666,CH76379,Oregon,M,Bachelor,,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
5667,QT77453,Arizona,F,High School or Below,,80928.0,132.0,0.0,Corporate Auto,SUV,538.545218
5668,BS90503,Washington,F,Bachelor,,86640.0,67.0,0.0,Personal Auto,Four-Door Car,65.457366
5669,MX93376,California,F,College,,26714.0,64.0,1.0,Personal Auto,Two-Door Car,307.2
5670,KT54608,Arizona,M,Bachelor,,78618.0,66.0,0.0,Corporate Auto,Two-Door Car,225.578841
5671,CY18875,Oregon,F,High School or Below,,0.0,78.0,0.0,Personal Auto,Four-Door Car,732.340362
5672,YT74573,California,M,College,,0.0,126.0,0.0,Personal Auto,SUV,604.8
5673,WL46640,Nevada,M,College,,62977.0,115.0,0.0,Corporate Auto,SUV,552.0
5674,CY49953,Oregon,F,College,,0.0,79.0,0.0,Special Auto,Four-Door Car,568.8
5675,FD72269,California,F,High School or Below,,19724.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
5676,RE29039,California,F,High School or Below,,27558.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
5677,TA35356,California,F,College,,86054.0,239.0,0.0,Personal Auto,Luxury,115.166422
5678,HS88081,California,F,High School or Below,,42846.0,81.0,0.0,Corporate Auto,Four-Door Car,286.142521
5679,SM52948,Nevada,F,Bachelor,,57107.0,110.0,3.0,Personal Auto,SUV,528.0
5680,ZL30083,Oregon,M,High School or Below,,0.0,119.0,0.0,Personal Auto,Luxury,571.2
5681,MP22051,Washington,M,College,,54314.0,66.0,0.0,Personal Auto,Four-Door Car,282.770894
5682,OF38237,California,F,Doctor,,29950.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
5683,KL27677,Nevada,F,College,,24195.0,90.0,0.0,Personal Auto,Two-Door Car,360.269404
5684,NX58648,Oregon,F,High School or Below,,0.0,73.0,0.0,Personal Auto,Four-Door Car,388.819919
5685,WP19664,Arizona,M,College,,47481.0,116.0,0.0,Personal Auto,SUV,556.8
5686,LB83807,Oregon,M,Bachelor,,63354.0,106.0,0.0,Personal Auto,Two-Door Car,508.8
5687,EL44544,Oregon,F,High School or Below,,57591.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
5688,ST99840,Nevada,F,Bachelor,,0.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
5689,ZS15062,Oregon,M,Master,,34919.0,82.0,1.0,Personal Auto,Four-Door Car,277.871312
5690,RJ68578,Oregon,M,High School or Below,,76879.0,101.0,0.0,Corporate Auto,Luxury,487.102627
5691,AE74442,California,F,Bachelor,,61584.0,61.0,0.0,Corporate Auto,Four-Door Car,205.294927
5692,TF80571,California,M,High School or Below,,28792.0,185.0,3.0,Corporate Auto,Luxury,1166.603776
5693,YH31618,Oregon,F,Bachelor,,0.0,105.0,0.0,Corporate Auto,Two-Door Car,504.0
5694,HZ39407,Washington,M,Master,,26713.0,71.0,0.0,Personal Auto,Four-Door Car,142.695319
5695,GX38439,California,F,College,,0.0,129.0,0.0,Personal Auto,SUV,928.8
5696,FF65294,Oregon,M,High School or Below,,34244.0,87.0,2.0,Personal Auto,Four-Door Car,417.6
5697,GC40999,Oregon,M,College,,25251.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
5698,BA87048,Washington,M,Bachelor,,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
5699,DE23903,Oregon,F,Bachelor,,59848.0,73.0,1.0,Personal Auto,Two-Door Car,131.614733
5700,UP30859,Nevada,F,College,,39815.0,64.0,0.0,Special Auto,Four-Door Car,91.391245
5701,PY17715,California,F,Master,,58840.0,86.0,0.0,Corporate Auto,Two-Door Car,73.27252
5702,NU22358,Washington,F,Master,,97131.0,64.0,0.0,Special Auto,Four-Door Car,307.2
5703,BR77413,Arizona,M,College,,58089.0,118.0,0.0,Personal Auto,SUV,566.4
5704,FI17798,California,M,Doctor,,0.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
5705,KN32615,Arizona,F,College,,0.0,126.0,2.0,Personal Auto,SUV,656.57161
5706,EB86696,California,M,Bachelor,,21808.0,119.0,0.0,Special Auto,SUV,571.2
5707,YB14965,Arizona,M,College,,89771.0,114.0,0.0,Personal Auto,SUV,432.409662
5708,ZD42550,Nevada,F,Master,,36776.0,65.0,0.0,Corporate Auto,Four-Door Car,240.186527
5709,FI61655,Arizona,M,Bachelor,,31213.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
5710,PC30692,Oregon,M,Bachelor,,0.0,115.0,0.0,Personal Auto,SUV,987.293841
5711,EK71077,California,F,Bachelor,,0.0,61.0,0.0,Corporate Auto,Four-Door Car,439.2
5712,ED91989,Arizona,M,College,,0.0,107.0,0.0,Personal Auto,SUV,513.6
5713,JH58573,California,M,College,,32555.0,68.0,0.0,Personal Auto,Two-Door Car,86.912677
5714,YP75411,Arizona,M,College,,0.0,69.0,0.0,Personal Auto,Two-Door Car,496.8
5715,FV33188,Washington,M,Bachelor,,29735.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
5716,ZQ94561,Washington,M,College,,80590.0,74.0,0.0,Corporate Auto,Four-Door Car,97.928632
5717,JZ16164,Oregon,F,Bachelor,,22565.0,132.0,0.0,Personal Auto,SUV,633.6
5718,MU63232,Arizona,M,Master,,54817.0,137.0,0.0,Personal Auto,SUV,209.504391
5719,CG13512,Oregon,M,College,,0.0,62.0,0.0,Personal Auto,Two-Door Car,42.642554
5720,ZR86524,Oregon,F,College,,55393.0,74.0,1.0,Corporate Auto,Four-Door Car,2.173552
5721,UG38549,California,F,High School or Below,,0.0,83.0,0.0,Personal Auto,Four-Door Car,597.6
5722,HJ37943,California,F,Bachelor,,75634.0,110.0,0.0,Personal Auto,Two-Door Car,432.805382
5723,QA72881,Oregon,M,College,,62464.0,109.0,0.0,Personal Auto,Luxury,400.181882
5724,BL54814,Arizona,M,College,,72648.0,61.0,0.0,Personal Auto,Four-Door Car,120.850664
5725,MG72449,Nevada,F,Bachelor,,77167.0,66.0,0.0,Personal Auto,Four-Door Car,137.086695
5726,VR66049,Washington,M,High School or Below,,56980.0,84.0,0.0,Corporate Auto,Two-Door Car,599.000883
5727,KC17606,California,F,College,,27444.0,66.0,0.0,Personal Auto,Four-Door Car,313.931213
5728,LB12820,Oregon,M,High School or Below,,57289.0,86.0,0.0,Corporate Auto,Two-Door Car,562.224942
5729,ZH30674,Oregon,M,Bachelor,,84091.0,105.0,0.0,Personal Auto,Four-Door Car,380.560266
5730,HX96638,Arizona,M,College,,0.0,67.0,2.0,Personal Auto,Four-Door Car,806.180375
5731,TT20057,Oregon,M,College,,59590.0,136.0,0.0,Personal Auto,SUV,460.266881
5732,AM26598,Arizona,F,College,,89672.0,72.0,0.0,Personal Auto,Four-Door Car,309.568636
5733,AY73718,California,F,Bachelor,,96535.0,66.0,0.0,Personal Auto,Four-Door Car,271.074379
5734,EL11108,Oregon,F,Doctor,,25575.0,117.0,0.0,Personal Auto,SUV,561.6
5735,FA15811,Nevada,F,College,,38910.0,78.0,0.0,Personal Auto,Two-Door Car,20.209679
5736,BA51898,Arizona,M,Bachelor,,39426.0,114.0,0.0,Special Auto,SUV,412.884282
5737,PP30874,California,F,High School or Below,,28304.0,91.0,2.0,Personal Auto,Four-Door Car,655.2
5738,MN74944,Arizona,M,College,,52210.0,80.0,0.0,Personal Auto,Four-Door Car,384.0
5739,FK94501,Nevada,F,Bachelor,,0.0,102.0,0.0,Personal Auto,SUV,273.945412
5740,HZ84382,Oregon,M,Master,,94851.0,104.0,0.0,Personal Auto,Four-Door Car,190.998822
5741,FA89548,Arizona,M,Bachelor,,0.0,67.0,0.0,Personal Auto,Four-Door Car,399.0564
5742,GD29440,Washington,M,Bachelor,,18608.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
5743,DE21910,Oregon,F,College,,41025.0,92.0,0.0,Personal Auto,Four-Door Car,20.374393
5744,CH50584,Oregon,M,High School or Below,,71449.0,102.0,0.0,Personal Auto,SUV,734.4
5745,JV97593,California,F,Bachelor,,92653.0,83.0,1.0,Personal Auto,Four-Door Car,456.519419
5746,ND68993,Nevada,F,Bachelor,,33190.0,106.0,0.0,Personal Auto,SUV,508.8
5747,YT46746,Oregon,F,College,,24290.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
5748,RF94484,Oregon,F,College,,22571.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
5749,No19664,California,F,High School or Below,,26409.0,71.0,0.0,Personal Auto,Four-Door Car,475.166267
5750,BA97018,Arizona,M,High School or Below,,21616.0,93.0,0.0,Personal Auto,Two-Door Car,944.854655
5751,HY16703,Oregon,M,College,,36463.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
5752,MA15172,California,F,Bachelor,,14290.0,271.0,0.0,Personal Auto,Luxury,1300.8
5753,WO81184,California,M,Bachelor,,34645.0,69.0,3.0,Special Auto,Two-Door Car,220.446667
5754,FX39582,Washington,M,Bachelor,,67001.0,131.0,0.0,Personal Auto,SUV,463.425687
5755,ZG23976,California,F,Bachelor,,96200.0,107.0,0.0,Personal Auto,Two-Door Car,513.6
5756,WE25756,Arizona,M,High School or Below,,69241.0,93.0,0.0,Personal Auto,Four-Door Car,111.250449
5757,AP59947,California,F,Bachelor,,55843.0,64.0,0.0,Corporate Auto,Two-Door Car,307.2
5758,JG31799,California,F,Bachelor,,20305.0,76.0,1.0,Personal Auto,Two-Door Car,496.477418
5759,XY28151,Oregon,F,Bachelor,,0.0,68.0,0.0,Corporate Auto,Two-Door Car,489.6
5760,ZB72138,Oregon,M,Bachelor,,44329.0,112.0,0.0,Personal Auto,SUV,537.6
5761,OP52966,Arizona,M,High School or Below,,44279.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
5762,TG67664,California,F,College,,0.0,87.0,3.0,Personal Auto,Four-Door Car,420.041981
5763,DH14632,Oregon,F,College,,34695.0,113.0,0.0,Personal Auto,SUV,100.323765
5764,QN26812,Arizona,M,High School or Below,,79297.0,64.0,0.0,Personal Auto,Four-Door Car,72.760316
5765,PD97837,Arizona,M,Bachelor,,0.0,62.0,0.0,Corporate Auto,Four-Door Car,297.6
5766,LX67597,Nevada,M,Bachelor,,84183.0,72.0,0.0,Personal Auto,Four-Door Car,255.565349
5767,VH35998,California,M,Doctor,,53375.0,79.0,0.0,Personal Auto,Four-Door Car,127.322656
5768,UE54045,California,F,High School or Below,,32046.0,127.0,0.0,Corporate Auto,SUV,475.599472
5769,XA50997,Nevada,M,High School or Below,,91393.0,67.0,0.0,Personal Auto,Two-Door Car,460.551521
5770,GM37281,California,F,Bachelor,,76731.0,64.0,0.0,Personal Auto,Four-Door Car,201.455005
5771,QT84069,Oregon,M,Master,,82081.0,249.0,0.0,Personal Auto,Luxury,753.760098
5772,MG74662,Oregon,F,High School or Below,,51337.0,88.0,0.0,Corporate Auto,Four-Door Car,72.543171
5773,EP46328,California,M,Bachelor,,74015.0,72.0,0.0,Personal Auto,Four-Door Car,471.443077
5774,UL87052,Arizona,F,Bachelor,,0.0,117.0,0.0,Personal Auto,SUV,842.4
5775,GA93544,Oregon,F,High School or Below,,0.0,77.0,0.0,Personal Auto,Four-Door Car,554.4
5776,EW73206,California,F,Bachelor,,68849.0,67.0,0.0,Corporate Auto,Two-Door Car,252.699037
5777,MV19629,Oregon,F,College,,37376.0,99.0,0.0,Personal Auto,Four-Door Car,65.548725
5778,TK67721,Oregon,F,High School or Below,,0.0,64.0,0.0,Corporate Auto,Four-Door Car,621.968062
5779,AD38685,California,M,College,,62464.0,109.0,0.0,Personal Auto,Luxury,400.181882
5780,LX72964,Arizona,F,High School or Below,,88304.0,95.0,0.0,Personal Auto,Four-Door Car,276.467811
5781,MR37609,Oregon,M,College,,0.0,112.0,0.0,Special Auto,SUV,682.422936
5782,OG30514,Nevada,F,Bachelor,,65900.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
5783,GJ44951,Washington,F,Bachelor,,0.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
5784,YB19340,Oregon,M,High School or Below,,61374.0,113.0,0.0,Corporate Auto,Two-Door Car,210.100003
5785,BD42101,California,M,Bachelor,,0.0,110.0,1.0,Corporate Auto,SUV,528.0
5786,RZ89024,Oregon,M,Doctor,,31841.0,78.0,0.0,Personal Auto,Four-Door Car,126.857228
5787,ZO20633,Oregon,F,High School or Below,,27861.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
5788,KL39500,Arizona,M,College,,0.0,83.0,3.0,Personal Auto,Four-Door Car,736.00483
5789,QK24293,Oregon,F,Doctor,,0.0,84.0,1.0,Corporate Auto,Four-Door Car,481.025786
5790,RW71963,Nevada,F,High School or Below,,94550.0,90.0,0.0,Personal Auto,Four-Door Car,432.0
5791,HR71115,Nevada,M,College,,39604.0,68.0,0.0,Personal Auto,Four-Door Car,63.127223
5792,UL55837,Nevada,F,Bachelor,,42928.0,93.0,0.0,Personal Auto,Four-Door Car,651.623195
5793,IW77519,Washington,F,Bachelor,,54737.0,66.0,0.0,Personal Auto,Four-Door Car,391.970334
5794,CR88883,Arizona,M,College,,0.0,68.0,0.0,Corporate Auto,Two-Door Car,489.6
5795,YD58301,California,F,High School or Below,,80587.0,78.0,0.0,Personal Auto,Four-Door Car,276.191729
5796,RT60959,Oregon,F,High School or Below,,0.0,194.0,0.0,Corporate Auto,Luxury,931.2
5797,KC67832,California,M,College,,80028.0,86.0,0.0,Corporate Auto,Four-Door Car,114.02307
5798,DK92014,Arizona,F,High School or Below,,11904.0,61.0,2.0,Personal Auto,Two-Door Car,292.8
5799,ZA44520,Arizona,F,High School or Below,,54872.0,121.0,0.0,Personal Auto,SUV,580.8
5800,AJ69060,California,M,College,,0.0,99.0,0.0,Personal Auto,Two-Door Car,204.121476
5801,ME35315,Washington,M,College,,0.0,74.0,0.0,Corporate Auto,Two-Door Car,532.8
5802,BU61331,Arizona,M,College,,46417.0,74.0,0.0,Corporate Auto,Four-Door Car,164.746184
5803,XI68015,Washington,F,College,,46239.0,67.0,3.0,Personal Auto,Four-Door Car,6.395416
5804,HG51739,Oregon,F,College,,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
5805,FI22970,Oregon,F,High School or Below,,25550.0,61.0,0.0,Personal Auto,Four-Door Car,439.2
5806,OF93412,Nevada,F,Bachelor,,27514.0,197.0,0.0,Personal Auto,SUV,1367.199081
5807,AH97088,Nevada,M,High School or Below,,84417.0,98.0,0.0,Personal Auto,Two-Door Car,139.714897
5808,BI81476,Oregon,F,High School or Below,,55906.0,86.0,0.0,Personal Auto,Four-Door Car,58.469264
5809,IA18854,California,M,High School or Below,,21638.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
5810,OO62338,Oregon,M,Bachelor,,16121.0,65.0,2.0,Corporate Auto,Four-Door Car,312.0
5811,JH35547,Oregon,M,College,,36261.0,68.0,0.0,Personal Auto,Four-Door Car,16.800832
5812,DY34638,Oregon,F,High School or Below,,11432.0,119.0,0.0,Personal Auto,SUV,571.2
5813,MT16688,Arizona,F,Bachelor,,62566.0,65.0,1.0,Corporate Auto,Four-Door Car,48.344273
5814,NN51066,Oregon,F,High School or Below,,10312.0,78.0,0.0,Personal Auto,Four-Door Car,486.278557
5815,YF73402,Oregon,M,High School or Below,,67778.0,64.0,1.0,Personal Auto,Four-Door Car,171.287759
5816,ZR56751,Washington,F,Master,,92895.0,77.0,0.0,Personal Auto,Two-Door Car,43.14147
5817,GR32910,California,F,College,,55290.0,65.0,0.0,Personal Auto,Four-Door Car,13.874775
5818,MZ89625,California,F,Bachelor,,23377.0,116.0,0.0,Personal Auto,Four-Door Car,556.8
5819,IK51081,California,F,College,,38713.0,66.0,4.0,Personal Auto,Four-Door Car,316.8
5820,VI34110,Arizona,F,Bachelor,,0.0,66.0,1.0,Personal Auto,Four-Door Car,145.896438
5821,VH62312,Nevada,M,College,,56342.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
5822,YU39743,Oregon,M,College,,29593.0,137.0,0.0,Personal Auto,Luxury,657.6
5823,RO57944,Nevada,F,High School or Below,,18495.0,113.0,0.0,Personal Auto,SUV,542.4
5824,VL32622,California,F,High School or Below,,82887.0,66.0,1.0,Corporate Auto,Four-Door Car,420.374805
5825,NV35796,Oregon,F,Master,,71366.0,94.0,0.0,Personal Auto,Four-Door Car,265.216633
5826,UU32345,California,M,College,,49078.0,97.0,0.0,Corporate Auto,Four-Door Car,484.013411
5827,YM94448,Arizona,F,College,,10787.0,71.0,0.0,Personal Auto,Two-Door Car,697.798804
5828,WX46704,California,F,High School or Below,,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
5829,HY35960,Arizona,M,High School or Below,,10194.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
5830,PB41497,Oregon,M,High School or Below,,81763.0,72.0,1.0,Personal Auto,Two-Door Car,518.4
5831,GP37412,Arizona,F,College,,59763.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
5832,KU62853,California,F,College,,0.0,78.0,0.0,Special Auto,Four-Door Car,561.6
5833,EA87824,Arizona,F,College,,96832.0,85.0,0.0,Personal Auto,Two-Door Car,408.0
5834,DM42912,California,F,College,,21135.0,130.0,0.0,Personal Auto,SUV,678.946216
5835,HK50871,California,M,High School or Below,,16143.0,62.0,1.0,Personal Auto,Four-Door Car,32.114117
5836,ZX73673,Arizona,M,Bachelor,,74015.0,72.0,0.0,Personal Auto,Four-Door Car,471.443077
5837,EO95783,Arizona,M,High School or Below,,84178.0,74.0,0.0,Personal Auto,Two-Door Car,12.588784
5838,TR18791,Arizona,M,Bachelor,,0.0,70.0,0.0,Personal Auto,Two-Door Car,504.0
5839,DC83427,Oregon,F,High School or Below,,0.0,63.0,0.0,Personal Auto,Four-Door Car,661.7151
5840,OG31942,California,M,College,,63936.0,189.0,0.0,Personal Auto,Luxury,765.012123
5841,AK17025,Washington,M,Bachelor,,0.0,83.0,0.0,Personal Auto,Four-Door Car,597.6
5842,RT17851,Oregon,F,High School or Below,,37940.0,129.0,0.0,Special Auto,SUV,512.542299
5843,UF56271,Washington,F,High School or Below,,30703.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
5844,BP25150,Arizona,F,College,,54898.0,69.0,0.0,Corporate Auto,Two-Door Car,176.242159
5845,XT34986,Oregon,M,Bachelor,,89030.0,139.0,0.0,Personal Auto,SUV,49.566591
